IT1582A;piemonte
IT1948A;piemonte
IT1533A;piemonte
IT1532A;piemonte
IT2168A;piemonte
IT1510A;piemonte
IT1114A;piemonte
IT1120A;piemonte
IT1121A;piemonte
IT2102A;piemonte
IT0469A;piemonte
IT1130A;piemonte
IT1903A;piemonte
IT2116A;piemonte
IT2118A;piemonte
IT1904A;piemonte
IT0470A;piemonte
IT2128A;piemonte
IT2101A;piemonte
IT2117A;piemonte
IT1246A;piemonte
IT1247A;piemonte
IT1877A;piemonte
IT1588A;lombardia
IT0706A;lombardia
IT0761A;lombardia
IT0775A;lombardia
IT0777A;lombardia
IT0705A;lombardia
IT0778A;lombardia
IT1876A;lombardia
IT0732A;lombardia
IT0837A;lombardia
IT0839A;lombardia
IT0846A;lombardia
IT1869A;lombardia
IT0906A;lombardia
IT1016A;lombardia
IT0592A;lombardia
IT1739A;lombardia
IT1743A;lombardia
IT1967A;lombardia
IT1388A;lombardia
IT1385A;lombardia
IT2232A;lombardia
IT1746A;lombardia
IT1692A;lombardia
